viewDate,areaMunKm,areaUcKm,uc,uf,municipio
02/06/2021,0.48,0,,TO,Paranã
02/06/2021,0.28,0,,TO,Rio Sono
01/10/2021,1.02,0,,TO,Novo Jardim
16/08/2021,0.8,0,,TO,Cristalândia
02/06/2021,0.17,0,,TO,Itapiratins
02/06/2021,0.2,0,,TO,Presidente Kennedy
02/06/2021,0.19,0,,TO,Palmeirante
02/06/2021,0.1,0,,TO,Goiatins
02/06/2021,0.11,0,,TO,Tupiratins
02/06/2021,0.45,0,,TO,Goiatins
02/06/2021,0.13,0,,TO,Itapiratins
01/10/2021,1.11,0,,TO,Dois Irmãos do Tocantins
02/06/2021,1.42,0,,TO,Lizarda
01/08/2021,2.14,0,,TO,Palmeirante
02/06/2021,0.45,0,,TO,Rio Sono
02/06/2021,0.28,0,,TO,Miracema do Tocantins
02/06/2021,0.12,0,,TO,Santa Rita do Tocantins
16/08/2021,0.16,0,,TO,Peixe
16/08/2021,0.2,0,,TO,Formoso do Araguaia
16/08/2021,0.25,0,,TO,Formoso do Araguaia
16/08/2021,0.64,0,,TO,Formoso do Araguaia
16/08/2021,0.4,0,,TO,São Salvador do Tocantins
16/08/2021,0.18,0,,TO,Ananás
18/05/2021,0.19,0,,TO,Ananás
02/06/2021,0.23,0,,TO,Miracema do Tocantins
02/06/2021,0.13,0,,TO,Barrolândia
02/08/2021,0.14,0,,TO,Arraias
02/08/2021,0.13,0,,TO,Arraias
07/08/2021,1.01,0,,TO,Monte do Carmo
16/08/2021,0.3,0,,TO,Tocantinópolis
02/06/2021,0.2,0,,TO,Palmas
02/06/2021,0.29,0,,TO,Porto Nacional
13/11/2021,0.35,0,,TO,Sandolândia
02/06/2021,0.41,0,,TO,Lagoa da Confusão
02/06/2021,0.36,0,,TO,Chapada de Areia
01/08/2021,0.12,0,,TO,Aliança do Tocantins
01/08/2021,0.43,0,,TO,Miracema do Tocantins
01/08/2021,0.36,0,,TO,Goiatins
01/08/2021,0.2,0,,TO,Goiatins
01/08/2021,0.16,0,,TO,Marianópolis do Tocantins
01/08/2021,0.23,0,,TO,Miranorte
01/08/2021,0.04,0,,TO,Miracema do Tocantins
01/08/2021,0.35,0,,TO,Miracema do Tocantins
01/08/2021,0,0,,TO,Dois Irmãos do Tocantins
01/08/2021,0.14,0,,TO,Goiatins
01/08/2021,0.29,0,,TO,Goiatins
01/08/2021,0.1,0,,TO,Aparecida do Rio Negro
01/08/2021,0.71,0,,TO,Santa Rita do Tocantins
01/08/2021,0.15,0,,TO,Rio dos Bois
21/05/2021,0.22,0,,TO,Taguatinga
01/08/2021,0.07,0,,TO,Rio dos Bois
02/06/2021,0.43,0,,TO,Paranã
01/08/2021,0.2,0,,TO,Pedro Afonso
01/08/2021,0.23,0,,TO,Palmeirante
01/08/2021,0.33,0,,TO,Araguaína
01/08/2021,0.19,0,,TO,Goiatins
01/08/2021,0.41,0,,TO,Darcinópolis
10/06/2021,0.25,0,,TO,Miranorte
01/08/2021,0.27,0,,TO,Wanderlândia
10/06/2021,0.51,0,,TO,Tupiratins
21/05/2021,1.81,0,,TO,Araguacema
02/06/2021,0.33,0,,TO,Taguatinga
10/06/2021,0.22,0,,TO,Dois Irmãos do Tocantins
01/08/2021,0.27,0,,TO,Tocantínia
01/08/2021,0.87,0,,TO,Aparecida do Rio Negro
12/07/2021,0.13,0,,TO,Almas
01/08/2021,1.62,0,,TO,Jaú do Tocantins
10/06/2021,0.17,0,,TO,Miracema do Tocantins
10/06/2021,0.11,0,,TO,Goianorte
01/08/2021,1.37,0,,TO,Palmeirante
10/06/2021,0.08,0,,TO,Goianorte
29/07/2021,0.13,0,,TO,Dois Irmãos do Tocantins
07/05/2021,0.43,0,,TO,Sucupira
29/07/2021,0.83,0,,TO,Goianorte
29/07/2021,0.31,0,,TO,Dois Irmãos do Tocantins
10/06/2021,0.64,0,,TO,Darcinópolis
29/07/2021,0.72,0,,TO,Dois Irmãos do Tocantins
29/07/2021,0.12,0,,TO,Dois Irmãos do Tocantins
29/07/2021,0.32,0,,TO,Araguacema
29/07/2021,0.29,0,,TO,Dois Irmãos do Tocantins
29/07/2021,0.26,0,,TO,Colinas do Tocantins
10/06/2021,0.32,0,,TO,Dois Irmãos do Tocantins
29/07/2021,0.25,0,,TO,Palmeirante
10/06/2021,0.15,0,,TO,Rio Sono
19/06/2021,0.2,0,,TO,Campos Lindos
16/08/2021,1.15,0,,TO,Palmeirante
29/07/2021,0.83,0,,TO,Araguacema
10/06/2021,0.35,0,,TO,Dois Irmãos do Tocantins
29/07/2021,0.58,0,,TO,Nova Olinda
29/07/2021,0.71,0,,TO,Abreulândia
29/07/2021,0.8,0,,TO,Dois Irmãos do Tocantins
25/04/2021,1.8,0,,TO,São Salvador do Tocantins
16/08/2021,7.63,0,,TO,Palmeirante
12/07/2021,0.1,0,,TO,Silvanópolis
29/07/2021,0.08,0,,TO,Dois Irmãos do Tocantins
29/07/2021,0.06,0,,TO,Dois Irmãos do Tocantins
07/05/2021,0.49,0,,TO,São Salvador do Tocantins
25/09/2021,0.05,0,,TO,Lagoa da Confusão
25/09/2021,0.06,0,,TO,Lagoa da Confusão
25/09/2021,0.27,0,,TO,Lagoa da Confusão
25/09/2021,0.17,0,,TO,Lagoa da Confusão
25/09/2021,0.22,0,,TO,Pedro Afonso
29/07/2021,1.33,0,,TO,Araguacema
27/07/2021,1.59,0,,TO,Goiatins
29/07/2021,0.05,0,,TO,Colinas do Tocantins
29/07/2021,3.18,0,,TO,Araguacema
19/06/2021,0.14,0,,TO,Pedro Afonso
10/08/2021,1.12,0,,TO,Lavandeira
04/05/2021,0.13,0,,TO,São Salvador do Tocantins
19/06/2021,0.52,0,,TO,Dois Irmãos do Tocantins
30/05/2021,0.05,0,,TO,Arraias
27/07/2021,0.08,0,,TO,Aurora do Tocantins
04/07/2021,0.77,0,,TO,Aurora do Tocantins
05/06/2021,0.08,0,,TO,Taguatinga
27/07/2021,0.25,0,,TO,Aurora do Tocantins
27/07/2021,0.11,0,,TO,Aurora do Tocantins
27/07/2021,0.4,0,,TO,Taguatinga
04/05/2021,0.65,0,,TO,Talismã
27/07/2021,0.81,0,,TO,Paranã
27/07/2021,0.17,0,,TO,Conceição do Tocantins
27/07/2021,0.59,0,,TO,Paranã
27/07/2021,0.4,0,,TO,Paranã
18/07/2021,0.17,0,,TO,Pindorama do Tocantins
04/05/2021,0.24,0,,TO,Araguaçu
10/05/2021,0.34,0,,TO,Goiatins
27/07/2021,0.39,0,,TO,Almas
27/07/2021,0.33,0,,TO,Almas
27/07/2021,0.23,0,,TO,Almas
19/06/2021,0.62,0,,TO,Pedro Afonso
27/07/2021,0.4,0,,TO,Almas
04/05/2021,0.13,0,,TO,Araguaçu
27/07/2021,0.21,0,,TO,Almas
27/07/2021,0.23,0,,TO,Palmeirante
09/05/2021,0.08,0,,TO,Araguacema
27/07/2021,0.14,0,,TO,Palmeirante
28/04/2021,0.33,0,,TO,Goiatins
21/05/2021,3.66,0,,TO,Porto Nacional
24/10/2021,0.51,0,,TO,Couto Magalhães
27/07/2021,0.37,0,,TO,Palmeirante
10/05/2021,0.21,0,,TO,Campos Lindos
25/06/2021,0.61,0,,TO,Ponte Alta do Tocantins
27/07/2021,0.23,0,,TO,Palmeirante
27/07/2021,0.3,0,,TO,Goiatins
27/07/2021,0.12,0,,TO,Almas
27/07/2021,0.74,0,,TO,Rio Sono
27/07/2021,0.07,0,,TO,Rio Sono
27/07/2021,0.18,0,,TO,Bom Jesus do Tocantins
27/07/2021,0.12,0,,TO,Maurilândia do Tocantins
27/07/2021,0.11,0,,TO,Maurilândia do Tocantins
27/07/2021,2.49,0,,TO,Paranã
27/07/2021,4.35,0,,TO,Conceição do Tocantins
29/07/2021,0.5,0,,TO,Goianorte
10/08/2021,0.43,0,,TO,Lavandeira
10/08/2021,0.3,0,,TO,Paranã
10/08/2021,0.38,0,,TO,Paranã
10/08/2021,0.22,0,,TO,Abreulândia
10/08/2021,0.32,0,,TO,Araguatins
10/08/2021,0.35,0,,TO,Sampaio
10/08/2021,0.52,0,,TO,Paranã
10/08/2021,0.77,0,,TO,Darcinópolis
10/10/2021,0.47,0,,TO,Porto Nacional
13/11/2021,0.3,0,,TO,Tupirama
09/05/2021,0.62,0,,TO,Araguacema
25/09/2021,0.12,0,,TO,Praia Norte
25/09/2021,0.1,0,,TO,Praia Norte
25/09/2021,0.3,0,,TO,Buriti do Tocantins
25/09/2021,0.18,0,,TO,Buriti do Tocantins
19/06/2021,0.74,0,,TO,Pedro Afonso
22/04/2021,0.21,0,,TO,Talismã
29/07/2021,0.4,0,,TO,Dois Irmãos do Tocantins
18/07/2021,0.19,0,,TO,Itapiratins
19/06/2021,0.99,0,,TO,Goiatins
30/07/2021,1,0,,TO,Rio Sono
25/09/2021,0.68,0,,TO,Campos Lindos
01/08/2021,0.06,0,,TO,Goiatins
12/07/2021,0.2,0,,TO,Monte Santo do Tocantins
04/07/2021,0.47,0,,TO,Centenário
27/07/2021,0.09,0,,TO,Santa Terezinha do Tocantins
13/11/2021,0.2,0,,TO,Tupirama
24/10/2021,0.45,0,,TO,Goiatins
10/08/2021,1.2,0,,TO,Goiatins
10/08/2021,0.11,0,,TO,Paranã
24/10/2021,0.71,0,,TO,Araguaína
18/07/2021,0.24,0,,TO,Itacajá
18/07/2021,0.32,0,,TO,Itapiratins
04/07/2021,0.89,0,,TO,Rio Sono
27/07/2021,0.2,0,,TO,Dianópolis
30/07/2021,1.06,0,,TO,Paranã
27/07/2021,1.15,0,,TO,Rio Sono
13/08/2021,0.18,0,,TO,Peixe
18/05/2021,1.65,0,,TO,Ananás
13/08/2021,0.12,0,,TO,Cariri do Tocantins
30/07/2021,2.1,0,,TO,Paranã
13/08/2021,0.2,0,,TO,Lagoa da Confusão
13/08/2021,0.3,0,,TO,Lagoa da Confusão
13/08/2021,0.33,0,,TO,Aurora do Tocantins
13/08/2021,0.36,0,,TO,Paranã
13/08/2021,0.31,0,,TO,Arraias
13/08/2021,0.34,0,,TO,Dueré
16/06/2021,0.17,0,,TO,Araguatins
13/08/2021,0.37,0,,TO,Santa Rosa do Tocantins
22/04/2021,0.38,0,,TO,Maurilândia do Tocantins
22/04/2021,0.04,0,,TO,Maurilândia do Tocantins
16/06/2021,0.26,0,,TO,Marianópolis do Tocantins
16/06/2021,0.14,0,,TO,Lagoa da Confusão
13/08/2021,0.25,0,,TO,São Salvador do Tocantins
21/05/2021,1.56,0,,TO,Santa Rita do Tocantins
21/05/2021,0.04,0,,TO,Sandolândia
12/07/2021,0.2,0,,TO,Monte Santo do Tocantins
13/08/2021,0.21,0,,TO,Recursolândia
13/05/2021,0.06,0,,TO,Paranã
13/05/2021,0.56,0,,TO,São Salvador do Tocantins
13/05/2021,0.09,0,,TO,Paranã
13/05/2021,0.15,0,,TO,Paranã
13/05/2021,0.3,0,,TO,Paranã
13/05/2021,0.05,0,,TO,São Salvador do Tocantins
13/05/2021,0.39,0,,TO,São Valério
21/05/2021,0.08,0,,TO,Araguaçu
13/08/2021,0.12,0,,TO,São Valério
07/05/2021,0.16,0,,TO,Itacajá
10/05/2021,0.1,0,,TO,Peixe
04/07/2021,0.51,0,,TO,Rio Sono
21/05/2021,1.91,0,,TO,Caseara
25/06/2021,0.96,0,,TO,Paranã
04/07/2021,0.39,0,,TO,Lizarda
13/08/2021,0.41,0,,TO,Pindorama do Tocantins
18/07/2021,0.19,0,,TO,Rio da Conceição
21/05/2021,1.19,0,,TO,Abreulândia
13/08/2021,0.46,0,,TO,Goiatins
13/08/2021,0.45,0,,TO,Dois Irmãos do Tocantins
21/05/2021,0.18,0,,TO,Santa Terezinha do Tocantins
21/05/2021,0.38,0,,TO,Paranã
21/05/2021,0.14,0,,TO,Araguaçu
13/05/2021,0.84,0,,TO,Campos Lindos
13/08/2021,0.15,0,,TO,Colméia
07/08/2021,0.52,0,,TO,Sucupira
13/08/2021,0.15,0,,TO,Peixe
18/07/2021,0.29,0,,TO,Rio da Conceição
26/07/2021,0.55,0,,TO,Araguacema
10/05/2021,0.66,0,,TO,Peixe
03/07/2021,0.3,0,,TO,Dueré
13/05/2021,0.18,0,,TO,São Valério
07/05/2021,2.31,0,,TO,Rio Sono
13/10/2021,0.98,0,,TO,Porto Nacional
24/10/2021,0.24,0,,TO,Araguacema
26/07/2021,0.18,0,,TO,Araguacema
30/07/2021,0.43,0,,TO,Goiatins
10/05/2021,1.51,0,,TO,Peixe
30/07/2021,0.27,0,,TO,Rio Sono
30/07/2021,0.94,0,,TO,Rio Sono
24/07/2021,0.25,0,,TO,Porto Nacional
21/05/2021,0.12,0,,TO,Talismã
24/07/2021,0.27,0,,TO,Porto Nacional
28/04/2021,0.55,0,,TO,Itapiratins
24/07/2021,0.36,0,,TO,Ponte Alta do Tocantins
24/07/2021,0.16,0,,TO,Ponte Alta do Tocantins
24/07/2021,0.29,0,,TO,Rio Sono
24/07/2021,0.09,0,,TO,Ponte Alta do Tocantins
24/07/2021,0.43,0,,TO,Rio Sono
24/07/2021,0.19,0,,TO,Monte do Carmo
24/07/2021,0.64,0,,TO,Porto Nacional
24/07/2021,0.46,0,,TO,Santa Rita do Tocantins
24/07/2021,0.65,0,,TO,Palmeirante
24/07/2021,0.3,0,,TO,Palmeirante
21/05/2021,0.24,0,,TO,Santa Terezinha do Tocantins
24/07/2021,0.4,0,,TO,Palmeirante
24/07/2021,0.39,0,,TO,Palmeirante
24/07/2021,0.1,0,,TO,Couto Magalhães
24/07/2021,0.28,0,,TO,Chapada de Areia
24/07/2021,0.23,0,,TO,Wanderlândia
24/07/2021,0.12,0,,TO,Couto Magalhães
24/07/2021,0.54,0,,TO,Pium
28/04/2021,0.33,0,,TO,Guaraí
24/07/2021,0.43,0,,TO,Babaçulândia
24/07/2021,0.33,0,,TO,Babaçulândia
24/07/2021,0.81,0,,TO,Ponte Alta do Tocantins
24/07/2021,0.21,0,,TO,Babaçulândia
10/05/2021,0.12,0,,TO,Chapada da Natividade
12/05/2021,0.21,0,,TO,Sandolândia
12/05/2021,0.04,0,,TO,Sandolândia
12/05/2021,0.14,0,,TO,Cristalândia
12/05/2021,0.17,0,,TO,Sandolândia
12/05/2021,0.09,0,,TO,Sandolândia
12/05/2021,1.03,0,,TO,Sandolândia
25/06/2021,0.26,0,,TO,Itacajá
24/07/2021,0.13,0,,TO,Babaçulândia
18/07/2021,0.22,0,,TO,Miracema do Tocantins
28/04/2021,0.27,0,,TO,Tupirama
28/04/2021,0.58,0,,TO,Bom Jesus do Tocantins
28/04/2021,1.52,0,,TO,Tupiratins
28/04/2021,0.32,0,,TO,Santa Maria do Tocantins
10/05/2021,0.36,0,,TO,Miracema do Tocantins
25/06/2021,0.73,0,,TO,Goiatins
04/07/2021,0.64,0,,TO,Ponte Alta do Tocantins
04/07/2021,0.1,0,,TO,Porto Alegre do Tocantins
18/07/2021,0.29,0,,TO,Dueré
21/05/2021,0.12,0,,TO,Talismã
12/05/2021,0.13,0,,TO,Sandolândia
12/05/2021,0.41,0,,TO,Santa Rita do Tocantins
22/06/2021,0.12,0,,TO,Sandolândia
12/07/2021,0.44,0,,TO,Paranã
22/06/2021,0.07,0,,TO,Palmeirante
10/05/2021,0.03,0,,TO,Filadélfia
25/06/2021,1.58,0,,TO,Itacajá
06/07/2021,0.09,0,,TO,Goiatins
28/04/2021,0.6,0,,TO,Bom Jesus do Tocantins
21/07/2021,0.04,0,,TO,Paranã
21/07/2021,0.37,0,,TO,Paranã
21/07/2021,0.09,0,,TO,Arraias
21/07/2021,0.35,0,,TO,Arraias
08/04/2021,0.54,0,,TO,Monte do Carmo
04/07/2021,2.07,0,,TO,Taguatinga
08/04/2021,1.11,0,,TO,Novo Acordo
08/04/2021,0.15,0,,TO,Nova Olinda
08/04/2021,0.23,0,,TO,Silvanópolis
08/04/2021,0.17,0,,TO,Santa Tereza do Tocantins
12/07/2021,0.39,0,,TO,Goiatins
22/06/2021,0.1,0,,TO,Abreulândia
08/04/2021,0.61,0,,TO,Monte do Carmo
12/07/2021,0.2,0,,TO,Campos Lindos
08/04/2021,0.05,0,,TO,Monte do Carmo
08/04/2021,0.52,0,,TO,Araguaína
08/04/2021,0.11,0,,TO,Piraquê
21/05/2021,0.32,0,,TO,Paranã
12/07/2021,0.36,0,,TO,Monte Santo do Tocantins
22/06/2021,0.22,0,,TO,Abreulândia
22/06/2021,1.01,0,,TO,Goiatins
10/05/2021,0.37,0,,TO,Chapada da Natividade
25/06/2021,1.16,0,,TO,Goiatins
08/04/2021,1.09,0,,TO,Cachoeirinha
12/07/2021,0.07,0,,TO,Itacajá
12/07/2021,0.07,0,,TO,Itacajá
13/08/2021,0.1,0,,TO,Lavandeira
12/07/2021,0,0,,TO,Minaçu
12/07/2021,0,0,,TO,Palmeirópolis
22/06/2021,0.87,0,,TO,Abreulândia
22/06/2021,0.94,0,,TO,Mateiros
30/05/2021,1.1,0,,TO,Araguacema
04/05/2021,2.48,0,,TO,Taguatinga
08/04/2021,0.13,0,,TO,Itacajá
08/04/2021,0.15,0,,TO,Itacajá
10/05/2021,0.03,0,,TO,Itapiratins
22/06/2021,1.24,0,,TO,Abreulândia
13/05/2021,2.44,0,,TO,São Valério
12/07/2021,0.19,0,,TO,Monte Santo do Tocantins
08/04/2021,0.38,0,,TO,Palmeirante
08/04/2021,0.38,0,,TO,Palmeirante
08/04/2021,0.21,0,,TO,Cachoeirinha
12/07/2021,0.36,0,,TO,Monte Santo do Tocantins
08/04/2021,0.45,0,,TO,Goiatins
08/04/2021,1.03,0,,TO,Luzinópolis
08/04/2021,0.11,0,,TO,Itacajá
12/07/2021,0.22,0,,TO,Almas
07/08/2021,0.35,0,,TO,Centenário
28/04/2021,0.42,0,,TO,Porto Nacional
22/06/2021,2.14,0,,TO,Rio da Conceição
08/04/2021,0.2,0,,TO,Itaguatins
08/04/2021,0.43,0,,TO,São Bento do Tocantins
22/06/2021,1.44,0,,TO,Dueré
08/04/2021,2.59,0,,TO,Tocantinópolis
08/04/2021,0.47,0,,TO,Santa Terezinha do Tocantins
05/06/2021,0.98,0,,TO,Palmas
22/06/2021,0.24,0,,TO,Rio da Conceição
15/05/2021,0.11,0,,TO,Sandolândia
05/04/2021,0.18,0,,TO,Araguaína
22/06/2021,1.33,0,,TO,Goiatins
05/04/2021,0.66,0,,TO,Novo Jardim
22/06/2021,2.39,0,,TO,Lagoa da Confusão
13/08/2021,0.08,0,,TO,Figueirópolis
05/04/2021,0.6,0,,TO,Lizarda
05/04/2021,0.01,0,,TO,Balsas
10/05/2021,0.33,0,,TO,Chapada da Natividade
28/04/2021,0.62,0,,TO,Bom Jesus do Tocantins
05/04/2021,0.11,0,,TO,Mateiros
15/05/2021,0.1,0,,TO,Araguaçu
28/04/2021,0.53,0,,TO,Araguacema
05/04/2021,0.18,0,,TO,Almas
05/04/2021,0.99,0,,TO,Almas
22/06/2021,0.46,0,,TO,Sandolândia
30/03/2021,1.1,0,,TO,Paranã
30/03/2021,2.07,0,,TO,Paranã
30/03/2021,2.13,0,,TO,Porto Nacional
22/06/2021,0.26,0,,TO,Sandolândia
30/03/2021,3.26,0,,TO,Araguacema
30/03/2021,2.59,0,,TO,Peixe
30/03/2021,1.01,0,,TO,Taguatinga
30/03/2021,1.44,0,,TO,Paranã
30/03/2021,1.11,0,,TO,Monte do Carmo
30/03/2021,0.76,0,,TO,Araguacema
30/03/2021,0.05,0,,TO,Dois Irmãos do Tocantins
30/03/2021,2.2,0,,TO,São Salvador do Tocantins
30/03/2021,0.75,0,,TO,Cristalândia
13/11/2021,0.15,0,,TO,Rio dos Bois
30/03/2021,1.47,0,,TO,Taguatinga
22/06/2021,0.44,0,,TO,Palmeirante
30/03/2021,0.07,0,,TO,Araguaçu
10/05/2021,0.21,0,,TO,Taguatinga
15/05/2021,0.42,0,,TO,Talismã
22/06/2021,0.83,0,,TO,Palmeirante
22/06/2021,0.51,0,,TO,Goiatins
22/06/2021,0.54,0,,TO,Rio da Conceição
30/03/2021,0.42,0,,TO,Arraias
30/05/2021,1.01,0,,TO,Guaraí
30/03/2021,0.04,0,,TO,Sandolândia
30/03/2021,0.17,0,,TO,Sandolândia
30/03/2021,0.38,0,,TO,Araguaçu
30/03/2021,0.28,0,,TO,São Valério
30/03/2021,0.13,0,,TO,Peixe
22/06/2021,0.7,0,,TO,Palmeirante
30/03/2021,0.41,0,,TO,Peixe
30/03/2021,0.18,0,,TO,Peixe
30/03/2021,0.38,0,,TO,Peixe
30/03/2021,0.17,0,,TO,Araguaçu
30/03/2021,0.19,0,,TO,Peixe
30/03/2021,0.22,0,,TO,Peixe
30/03/2021,0.05,0,,TO,Peixe
30/03/2021,0.23,0,,TO,Peixe
30/03/2021,0.71,0,,TO,Peixe
30/03/2021,0.18,0,,TO,Paranã
30/03/2021,0.19,0,,TO,São Salvador do Tocantins
30/03/2021,0.11,0,,TO,São Salvador do Tocantins
30/03/2021,0.19,0,,TO,Araguaçu
30/03/2021,0.36,0,,TO,Dois Irmãos do Tocantins
22/06/2021,0.67,0,,TO,Palmeirante
30/03/2021,0.21,0,,TO,Peixe
30/03/2021,0.39,0,,TO,Natividade
22/06/2021,0.74,0,,TO,Aliança do Tocantins
30/03/2021,0.18,0,,TO,Paranã
30/03/2021,0.32,0,,TO,Paranã
30/03/2021,0.46,0,,TO,Cristalândia
30/03/2021,0.05,0,,TO,Peixe
22/06/2021,0.11,0,,TO,Palmeirante
30/03/2021,0.1,0,,TO,Santa Rita do Tocantins
30/03/2021,0.26,0,,TO,Pium
22/06/2021,0.5,0,,TO,Goiatins
30/03/2021,0.08,0,,TO,Santa Rita do Tocantins
30/03/2021,0.26,0,,TO,Araguacema
30/03/2021,0.05,0,,TO,Cristalândia
30/03/2021,0.04,0,,TO,Dois Irmãos do Tocantins
22/06/2021,0.26,0,,TO,Lagoa da Confusão
30/03/2021,0.14,0,,TO,Peixe
30/03/2021,0.85,0,,TO,Taguatinga
30/03/2021,0.26,0,,TO,Sandolândia
30/03/2021,0.03,0,,TO,Araguacema
22/06/2021,0.08,0,,TO,Abreulândia
30/03/2021,0.21,0,,TO,Peixe
22/06/2021,0.41,0,,TO,Abreulândia
30/03/2021,0.19,0,,TO,Dois Irmãos do Tocantins
10/05/2021,0.17,0,,TO,Itapiratins
30/03/2021,0.24,0,,TO,Peixe
28/04/2021,0.21,0,,TO,Itapiratins
22/06/2021,0.36,0,,TO,Abreulândia
30/03/2021,0.32,0,,TO,Dueré
30/03/2021,0.08,0,,TO,Dois Irmãos do Tocantins
30/03/2021,0.7,0,,TO,Peixe
10/05/2021,0.09,0,,TO,Taguatinga
30/03/2021,0.08,0,,TO,Miranorte
30/03/2021,0.38,0,,TO,Dois Irmãos do Tocantins
30/03/2021,0.48,0,,TO,Peixe
30/03/2021,0.55,0,,TO,Dois Irmãos do Tocantins
30/03/2021,0.11,0,,TO,Peixe
30/03/2021,1.05,0,,TO,Paranã
30/03/2021,0.08,0,,TO,Peixe
22/06/2021,0.68,0,,TO,Rio da Conceição
28/04/2021,0.34,0,,TO,Araguacema
12/07/2021,0.44,0,,TO,Almas
07/08/2021,0.35,0,,TO,Goiatins
10/05/2021,0.61,0,,TO,Chapada da Natividade
24/05/2021,0.25,0,,TO,Jaú do Tocantins
22/06/2021,2.38,0,,TO,Lagoa da Confusão
25/03/2021,4.34,0,,TO,Taguatinga
25/03/2021,0.66,0,,TO,Paranã
19/11/2021,0.16,0,,TO,Filadélfia
10/05/2021,0.28,0,,TO,Taguatinga
12/07/2021,0.42,0,,TO,Monte Santo do Tocantins
12/07/2021,0.76,0,,TO,Silvanópolis
13/08/2021,0.45,0,,TO,São Bento do Tocantins
01/10/2021,0.67,0,,TO,Itacajá
25/03/2021,0.41,0,,TO,Paranã
25/03/2021,0.04,0,,TO,Paranã
25/03/2021,0.13,0,,TO,Ponte Alta do Bom Jesus
25/03/2021,0.72,0,,TO,Conceição do Tocantins
24/05/2021,1.27,0,,TO,São Salvador do Tocantins
24/03/2021,0.6,0,,TO,Palmas
07/08/2021,0.97,0,,TO,Mateiros
24/03/2021,0.3,0,,TO,Alvorada
12/07/2021,2.47,0,,TO,Almas
24/03/2021,0.51,0,,TO,São Valério
24/05/2021,0.12,0,,TO,Jaú do Tocantins
24/03/2021,0.63,0,,TO,Santa Rita do Tocantins
25/03/2021,0.12,0,,TO,Ponte Alta do Bom Jesus
24/03/2021,0.26,0,,TO,Alvorada
25/03/2021,0.14,0,,TO,Taguatinga
24/03/2021,0.33,0,,TO,Peixe
28/06/2021,0.87,0,,TO,Rio Sono
01/10/2021,0.31,0,,TO,Araguaçu
24/03/2021,0.03,0,,TO,São Valério
24/03/2021,0.71,0,,TO,Araguacema
24/05/2021,0.14,0,,TO,Jaú do Tocantins
24/03/2021,0.24,0,,TO,São Valério
24/03/2021,0.49,0,,TO,Santa Rosa do Tocantins
24/03/2021,0.89,0,,TO,São Valério
24/03/2021,0.37,0,,TO,Figueirópolis
24/03/2021,0.03,0,,TO,São Valério
24/03/2021,0.5,0,,TO,São Valério
25/03/2021,1.03,0,,TO,Paranã
06/07/2021,0.25,0,,TO,Pium
24/03/2021,0.08,0,,TO,São Valério
24/03/2021,0.05,0,,TO,São Valério
24/03/2021,2.04,0,,TO,Araguacema
10/05/2021,0.82,0,,TO,Taguatinga
24/03/2021,0.33,0,,TO,Santa Rita do Tocantins
24/03/2021,1.06,0,,TO,Araguacema
18/07/2021,3.28,0,,TO,Paranã
13/08/2021,0.57,0,,TO,Dois Irmãos do Tocantins
10/05/2021,0.01,0,,TO,Ponte Alta do Bom Jesus
24/03/2021,0.11,0,,TO,Peixe
28/04/2021,0.22,0,,TO,Pium
24/03/2021,0.15,0,,TO,Araguacema
07/05/2021,1.69,0,,TO,Rio Sono
07/08/2021,0.49,0,,TO,Divinópolis do Tocantins
24/03/2021,0.04,0,,TO,Araguacema
07/08/2021,0.57,0,,TO,Monte do Carmo
07/08/2021,0.18,0,,TO,Chapada da Natividade
24/10/2021,0.86,0,,TO,Araguacema
28/04/2021,0.25,0,,TO,Pium
06/07/2021,0.82,0,,TO,Divinópolis do Tocantins
10/05/2021,0.09,0,,TO,Peixe
18/07/2021,1.07,0,,TO,Alvorada
06/07/2021,0.38,0,,TO,Goiatins
10/05/2021,0.16,0,,TO,Peixe
06/07/2021,0.39,0,,TO,Palmeirante
06/07/2021,0.82,0,,TO,Dueré
06/07/2021,0.4,0,,TO,Goiatins
13/08/2021,0.52,0,,TO,Silvanópolis
28/06/2021,0.66,0,,TO,Rio Sono
06/07/2021,0.57,0,,TO,Araguacema
06/07/2021,0.39,0,,TO,Formoso do Araguaia
24/05/2021,0.05,0,,TO,Jaú do Tocantins
28/08/2021,0.2,0,,TO,Mateiros
21/03/2021,0.16,0,,TO,Nova Rosalândia
21/03/2021,0.11,0,,TO,Pium
21/03/2021,0.19,0,,TO,Cristalândia
16/03/2021,0.24,0,,TO,Pium
16/03/2021,0.05,0,,TO,Pium
16/03/2021,2.67,0,,TO,Itacajá
16/03/2021,0.42,0,,TO,Palmas
06/07/2021,0.55,0,,TO,Miracema do Tocantins
16/03/2021,1.96,0,,TO,Bom Jesus do Tocantins
21/03/2021,0.97,0,,TO,Cariri do Tocantins
16/05/2021,1.37,0,,TO,Novo Jardim
21/05/2021,0.27,0,,TO,Peixe
06/07/2021,0.55,0,,TO,Filadélfia
06/07/2021,0.6,0,,TO,Palmeirante
21/05/2021,0.17,0,,TO,Taguatinga
16/03/2021,0.1,0,,TO,Miracema do Tocantins
16/03/2021,0.01,0,,TO,Rio dos Bois
16/03/2021,0.28,0,,TO,Rio dos Bois
16/03/2021,0.11,0,,TO,São Miguel do Tocantins
16/03/2021,0.05,0,,TO,Porto Nacional
