viewDate,areaMunKm,areaUcKm,uc,uf,municipio
05/06/2021,0.14,0,,MA,Brejo
23/01/2021,0.11,0,,MA,Loreto
01/12/2021,0.45,0,,MA,Barra do Corda
16/05/2021,0.7,0,,MA,Mata Roma
28/09/2021,0.34,0,,MA,Tasso Fragoso
28/09/2021,0.2,0,,MA,Tasso Fragoso
30/05/2021,0.14,0,,MA,Passagem Franca
28/09/2021,0.09,0,,MA,Tasso Fragoso
01/12/2021,0.29,0,,MA,Fortaleza dos Nogueiras
16/05/2021,0.73,0,,MA,Parnarama
05/06/2021,0.38,0,,MA,Pastos Bons
17/11/2021,0.05,0,,MA,Coroatá
13/10/2021,0.24,0,,MA,Gonçalves Dias
13/10/2021,0.08,0,,MA,Codó
16/05/2021,0.67,0,,MA,Anapurus
13/10/2021,0.42,0,,MA,Buriti Bravo
17/11/2021,0.06,0,,MA,Pirapemas
13/10/2021,0.64,0,,MA,Aldeias Altas
13/10/2021,0.35,0,,MA,Aldeias Altas
13/10/2021,0.36,0,,MA,Caxias
17/11/2021,0.41,0,,MA,Coroatá
13/10/2021,0.16,0,,MA,Senador Alexandre Costa
21/07/2021,0.09,0,,MA,Tasso Fragoso
22/08/2021,0.07,0,,MA,Grajaú
21/07/2021,0.57,0,,MA,Tasso Fragoso
05/06/2021,0.1,0,,MA,Brejo
13/10/2021,0.49,0,,MA,Caxias
21/07/2021,0.24,0,,MA,Passagem Franca
13/10/2021,0.19,0,,MA,Caxias
17/11/2021,0.23,0,,MA,Coroatá
30/05/2021,0.05,0,,MA,Passagem Franca
21/07/2021,0.08,0,,MA,Balsas
13/10/2021,0.06,0,,MA,Aldeias Altas
05/06/2021,1.22,0,,MA,Riachão
17/09/2021,0.37,0,,MA,Parnarama
13/10/2021,0.25,0,,MA,Senador Alexandre Costa
21/07/2021,0.09,0,,MA,São João dos Patos
21/07/2021,0.28,0,,MA,Passagem Franca
21/07/2021,0.21,0,,MA,São João dos Patos
21/07/2021,0.14,0,,MA,São João dos Patos
05/06/2021,0.18,0,,MA,Alto Alegre do Maranhão
13/10/2021,0.15,0,,MA,São João do Soter
13/10/2021,0.19,0,,MA,São João do Soter
24/07/2021,0.04,0,,MA,Formosa da Serra Negra
30/07/2021,0.09,0,,MA,Passagem Franca
24/07/2021,0.12,0,,MA,Formosa da Serra Negra
21/07/2021,1.15,0,,MA,Loreto
22/08/2021,0.27,0,,MA,Sítio Novo
24/07/2021,0.36,0,,MA,Pastos Bons
24/07/2021,0.19,0,,MA,São João dos Patos
22/08/2021,0.13,0,,MA,Codó
21/07/2021,2.13,0,,MA,Riachão
21/07/2021,0.29,0,,MA,Balsas
16/05/2021,0.17,0,,MA,Chapadinha
24/07/2021,1,0,,MA,Mirador
24/07/2021,0.4,0,,MA,Mirador
30/07/2021,0.1,0,,MA,Matões
11/06/2021,1.5,0,,MA,Tasso Fragoso
24/07/2021,0.12,0,,MA,Formosa da Serra Negra
24/07/2021,0.23,0,,MA,Formosa da Serra Negra
24/07/2021,0.25,0,,MA,Mirador
13/10/2021,0.59,0,,MA,Buriti Bravo
30/05/2021,0.08,0,,MA,Fortaleza dos Nogueiras
30/07/2021,0.22,0,,MA,Matões
18/07/2021,0.61,0,,MA,Formosa da Serra Negra
24/07/2021,0.58,0,,MA,Formosa da Serra Negra
24/07/2021,0.69,0,,MA,Grajaú
22/08/2021,0.14,0,,MA,Sítio Novo
24/07/2021,0.08,0,,MA,Jenipapo dos Vieiras
13/10/2021,0.21,0,,MA,São Domingos do Maranhão
24/07/2021,0.12,0,,MA,São João dos Patos
24/07/2021,0.18,0,,MA,Formosa da Serra Negra
24/07/2021,0.28,0,,MA,São Félix de Balsas
18/07/2021,0.73,0,,MA,São João do Paraíso
24/07/2021,0.22,0,,MA,Grajaú
24/07/2021,0.18,0,,MA,Amarante do Maranhão
24/07/2021,0.27,0,,MA,Sítio Novo
24/07/2021,0.44,0,,MA,São Félix de Balsas
24/07/2021,0.19,0,,MA,São Félix de Balsas
24/07/2021,0.17,0,,MA,Tuntum
24/07/2021,0.22,0,,MA,Tuntum
24/07/2021,0.13,0,,MA,Tuntum
24/07/2021,0.54,0,,MA,São Domingos do Azeitão
16/05/2021,0.08,0,,MA,Parnarama
24/07/2021,0.31,0,,MA,Formosa da Serra Negra
24/07/2021,0.12,0,,MA,São João do Paraíso
24/07/2021,0.28,0,,MA,Sítio Novo
24/07/2021,0.81,0,,MA,São João do Paraíso
24/07/2021,0.4,0,,MA,Nova Iorque
24/07/2021,0.62,0,,MA,Sítio Novo
24/07/2021,0.04,0,,MA,Formosa da Serra Negra
24/07/2021,0.18,0,,MA,Sítio Novo
24/07/2021,0.11,0,,MA,Sítio Novo
24/07/2021,0.1,0,,MA,Formosa da Serra Negra
24/07/2021,0.37,0,,MA,Porto Franco
24/07/2021,0.01,0,,MA,São João do Paraíso
24/07/2021,0.13,0,,MA,São João do Paraíso
24/07/2021,0.58,0,,MA,Sítio Novo
24/07/2021,0.19,0,,MA,São João do Paraíso
24/07/2021,0.61,0,,MA,Sítio Novo
24/07/2021,0.37,0,,MA,Grajaú
24/07/2021,0.22,0,,MA,Sítio Novo
24/07/2021,0.88,0,,MA,Sítio Novo
16/05/2021,0.14,0,,MA,Timbiras
04/03/2021,0.18,0,,MA,Sítio Novo
24/07/2021,0.1,0,,MA,São João do Paraíso
18/05/2021,0.34,0,,MA,Grajaú
24/07/2021,0.14,0,,MA,Estreito
16/05/2021,0.15,0,,MA,São João do Soter
24/07/2021,6.95,0,,MA,Formosa da Serra Negra
19/06/2021,1.41,0,,MA,Balsas
11/06/2021,4.09,0,,MA,Balsas
13/10/2021,0.1,0,,MA,Aldeias Altas
24/07/2021,0.26,0,,MA,Sítio Novo
05/06/2021,2.63,0,,MA,Caxias
04/03/2021,0.47,0,,MA,Sambaíba
04/10/2021,0.79,0,,MA,Vargem Grande
05/06/2021,0.28,0,,MA,Coroatá
27/05/2021,1.63,0,,MA,Balsas
18/05/2021,0.34,0,,MA,Carolina
04/03/2021,0.68,0,,MA,Carolina
30/05/2021,0.05,0,,MA,Fortaleza dos Nogueiras
16/05/2021,0.26,0,,MA,São João do Soter
04/03/2021,0.21,0,,MA,Sítio Novo
18/07/2021,0.31,0,,MA,Feira Nova do Maranhão
24/10/2021,0.08,0,,MA,Estreito
04/10/2021,1.24,0,,MA,Aldeias Altas
24/07/2021,1.33,0,,MA,São Félix de Balsas
18/07/2021,0.06,0,,MA,Sítio Novo
04/10/2021,1.57,0,,MA,Coroatá
13/10/2021,1.15,0,,MA,Codó
24/07/2021,1.87,0,,MA,Sucupira do Norte
18/07/2021,0.15,0,,MA,Sítio Novo
24/07/2021,1.41,0,,MA,Riachão
07/08/2021,0.26,0,,MA,Feira Nova do Maranhão
08/11/2021,0.28,0,,MA,Carolina
24/07/2021,1.55,0,,MA,Matões
04/10/2021,0.95,0,,MA,Barra do Corda
07/08/2021,0.08,0,,MA,São Pedro dos Crentes
11/06/2021,1.12,0,,MA,Passagem Franca
16/05/2021,0.27,0,,MA,Barra do Corda
07/08/2021,0.13,0,,MA,Feira Nova do Maranhão
07/08/2021,0.25,0,,MA,Estreito
07/08/2021,0.06,0,,MA,Estreito
02/06/2021,0.15,0,,MA,Estreito
16/05/2021,0.19,0,,MA,São João do Soter
30/05/2021,0.56,0,,MA,Balsas
07/08/2021,0.23,0,,MA,São Pedro dos Crentes
04/02/2021,0.29,0,,MA,Caxias
24/07/2021,0.24,0,,MA,Pastos Bons
06/01/2021,0.19,0,,MA,Brejo
07/08/2021,0.37,0,,MA,Sítio Novo
22/08/2021,1.06,0,,MA,Porto Franco
16/05/2021,0.13,0,,MA,Codó
06/01/2021,0.34,0,,MA,Balsas
07/08/2021,0.17,0,,MA,Sítio Novo
07/08/2021,0.17,0,,MA,Sítio Novo
07/08/2021,0.17,0,,MA,São Pedro dos Crentes
30/05/2021,0.07,0,,MA,Fortaleza dos Nogueiras
07/08/2021,0.16,0,,MA,São João do Paraíso
07/08/2021,0.24,0,,MA,São João do Paraíso
08/11/2021,0.6,0,,MA,Estreito
07/08/2021,0.09,0,,MA,São João do Paraíso
24/07/2021,0.16,0,,MA,São João dos Patos
10/07/2021,0.06,0,,MA,Timon
06/01/2021,0.5,0,,MA,Balsas
01/07/2021,0.82,0,,MA,Governador Eugênio Barros
16/05/2021,0.27,0,,MA,Anapurus
01/07/2021,0.65,0,,MA,Parnarama
01/07/2021,0.05,0,,MA,Governador Eugênio Barros
01/07/2021,0.91,0,,MA,Balsas
01/07/2021,0.21,0,,MA,Parnarama
01/07/2021,0.1,0,,MA,Governador Eugênio Barros
01/07/2021,0.13,0,,MA,Parnarama
01/07/2021,0.19,0,,MA,Tuntum
06/01/2021,4.5,0,,MA,Balsas
01/07/2021,0.11,0,,MA,Caxias
01/07/2021,0.16,0,,MA,Tuntum
01/07/2021,0.31,0,,MA,Matões
01/07/2021,0,0,,MA,Caxias
01/07/2021,0.23,0,,MA,São João do Soter
01/07/2021,0.46,0,,MA,Tuntum
01/07/2021,0.08,0,,MA,São João do Soter
01/07/2021,0.18,0,,MA,São João do Soter
01/07/2021,0.1,0,,MA,Gonçalves Dias
01/07/2021,0.03,0,,MA,São João do Soter
16/05/2021,0.2,0,,MA,Gonçalves Dias
01/07/2021,0.4,0,,MA,Codó
01/07/2021,0.04,0,,MA,São João do Soter
01/07/2021,0.14,0,,MA,Gonçalves Dias
01/07/2021,0.19,0,,MA,Caxias
01/07/2021,0.09,0,,MA,São João do Soter
01/07/2021,0.14,0,,MA,Parnarama
01/07/2021,0.08,0,,MA,Parnarama
01/07/2021,0.24,0,,MA,Matões
01/07/2021,0.12,0,,MA,Aldeias Altas
01/07/2021,0.49,0,,MA,Caxias
01/07/2021,0.33,0,,MA,Codó
01/07/2021,0.13,0,,MA,Timbiras
01/07/2021,0.76,0,,MA,Codó
01/07/2021,0.15,0,,MA,Timbiras
01/07/2021,0.35,0,,MA,Codó
01/07/2021,0.24,0,,MA,Codó
01/07/2021,0.5,0,,MA,Codó
01/07/2021,0.19,0,,MA,Timbiras
24/07/2021,0.12,0,,MA,Lagoa do Mato
01/07/2021,0.12,0,,MA,Codó
01/07/2021,0.3,0,,MA,Codó
01/07/2021,0.68,0,,MA,Tasso Fragoso
01/07/2021,0.35,0,,MA,Aldeias Altas
01/07/2021,0.3,0,,MA,Codó
01/07/2021,0.11,0,,MA,Aldeias Altas
01/07/2021,0.3,0,,MA,Aldeias Altas
05/03/2021,0.09,0,,MA,Brejo
01/07/2021,0.25,0,,MA,Codó
17/09/2021,0.31,0,,MA,Balsas
07/05/2021,0.18,0,,MA,Caxias
01/07/2021,0.04,0,,MA,Timbiras
01/07/2021,0.17,0,,MA,Timbiras
01/07/2021,0.47,0,,MA,Aldeias Altas
09/07/2021,0.28,0,,MA,Formosa da Serra Negra
01/07/2021,0.19,0,,MA,Fernando Falcão
01/07/2021,0.05,0,,MA,Governador Eugênio Barros
01/07/2021,0.15,0,,MA,Coroatá
18/07/2021,0.62,0,,MA,Estreito
01/07/2021,0.09,0,,MA,Governador Eugênio Barros
16/05/2021,0.18,0,,MA,Gonçalves Dias
07/08/2021,0.24,0,,MA,Sítio Novo
04/07/2021,1.25,0,,MA,Aldeias Altas
01/07/2021,0.46,0,,MA,Brejo
01/07/2021,0.17,0,,MA,Brejo
01/07/2021,0.08,0,,MA,São Benedito do Rio Preto
07/08/2021,0.14,0,,MA,Fortaleza dos Nogueiras
01/07/2021,0.08,0,,MA,Timbiras
01/07/2021,0.23,0,,MA,São Benedito do Rio Preto
18/07/2021,0.13,0,,MA,São João do Paraíso
01/07/2021,0.14,0,,MA,Chapadinha
07/08/2021,0.06,0,,MA,Fortaleza dos Nogueiras
01/07/2021,0.13,0,,MA,Chapadinha
01/07/2021,0.44,0,,MA,São Benedito do Rio Preto
01/07/2021,0.13,0,,MA,São Benedito do Rio Preto
01/07/2021,0.22,0,,MA,São Benedito do Rio Preto
01/07/2021,0.68,0,,MA,Chapadinha
06/01/2021,1.49,0,,MA,Brejo
07/08/2021,0.07,0,,MA,Sítio Novo
07/08/2021,0.06,0,,MA,Sítio Novo
07/08/2021,0.05,0,,MA,Formosa da Serra Negra
30/05/2021,0.48,0,,MA,Balsas
07/08/2021,0.32,0,,MA,Feira Nova do Maranhão
07/08/2021,0.19,0,,MA,São João do Paraíso
18/07/2021,0.34,0,,MA,Governador Edison Lobão
07/08/2021,0.17,0,,MA,Estreito
05/11/2021,0.26,0,,MA,Mirador
08/11/2021,0.35,0,,MA,Porto Franco
01/07/2021,0.21,0,,MA,Codó
05/06/2021,0.16,0,,MA,Tuntum
18/07/2021,0.21,0,,MA,São João do Paraíso
30/05/2021,0.22,0,,MA,Balsas
23/09/2021,0.04,0,,MA,Timon
07/08/2021,0.22,0,,MA,Estreito
07/08/2021,0.39,0,,MA,Sítio Novo
09/07/2021,0.18,0,,MA,Amarante do Maranhão
07/08/2021,0.15,0,,MA,São Raimundo das Mangabeiras
07/08/2021,0.15,0,,MA,Sítio Novo
27/05/2021,3.44,0,,MA,Aldeias Altas
07/08/2021,0.08,0,,MA,Sítio Novo
30/05/2021,0.04,0,,MA,Fortaleza dos Nogueiras
19/06/2021,0.91,0,,MA,Chapadinha
07/08/2021,0.44,0,,MA,São João do Paraíso
07/08/2021,0.08,0,,MA,Formosa da Serra Negra
22/08/2021,0.16,0,,MA,Formosa da Serra Negra
07/08/2021,0.09,0,,MA,Estreito
08/11/2021,0.21,0,,MA,Campestre do Maranhão
22/08/2021,0.24,0,,MA,Grajaú
07/08/2021,0.11,0,,MA,Sítio Novo
22/08/2021,0.2,0,,MA,Formosa da Serra Negra
22/08/2021,0.29,0,,MA,Urbano Santos
07/08/2021,0.16,0,,MA,Sítio Novo
23/09/2021,0.13,0,,MA,Parnarama
22/08/2021,0.14,0,,MA,Formosa da Serra Negra
22/08/2021,0.22,0,,MA,Amarante do Maranhão
07/08/2021,0.12,0,,MA,Sítio Novo
07/08/2021,0.09,0,,MA,Sítio Novo
27/05/2021,1.97,0,,MA,Matões
07/08/2021,0.2,0,,MA,Formosa da Serra Negra
01/07/2021,3.11,0,,MA,Caxias
07/08/2021,0.15,0,,MA,Formosa da Serra Negra
22/08/2021,0.33,0,,MA,Formosa da Serra Negra
01/07/2021,1.47,0,,MA,Aldeias Altas
22/08/2021,0.23,0,,MA,Codó
22/08/2021,0.07,0,,MA,Codó
02/06/2021,0.12,0,,MA,Balsas
20/09/2021,1.38,0,,MA,Balsas
22/08/2021,0.38,0,,MA,Urbano Santos
22/08/2021,0.23,0,,MA,Codó
22/08/2021,0.56,0,,MA,Aldeias Altas
22/08/2021,0.31,0,,MA,Formosa da Serra Negra
22/08/2021,4.24,0,,MA,Balsas
04/10/2021,0.53,0,,MA,Aldeias Altas
27/05/2021,0.14,0,,MA,Buriti Bravo
07/08/2021,0.15,0,,MA,Formosa da Serra Negra
21/05/2021,0.16,0,,MA,São Raimundo das Mangabeiras
08/11/2021,0.36,0,,MA,São João do Paraíso
20/09/2021,0.02,0,,MA,Nova Colinas
30/05/2021,0.18,0,,MA,São Félix de Balsas
27/05/2021,1.94,0,,MA,Chapadinha
27/05/2021,2.68,0,,MA,Buriti Bravo
13/10/2021,1.58,0,,MA,Caxias
07/08/2021,0.23,0,,MA,Formosa da Serra Negra
07/08/2021,0.05,0,,MA,Imperatriz
07/08/2021,0.23,0,,MA,Imperatriz
05/06/2021,0.31,0,,MA,Brejo
19/11/2021,0.44,0,,MA,Carolina
07/08/2021,0.17,0,,MA,Grajaú
24/07/2021,0.13,0,,MA,Buriti
18/07/2021,0.32,0,,MA,Passagem Franca
07/08/2021,0.15,0,,MA,Riachão
30/05/2021,2.57,0,,MA,Fernando Falcão
07/08/2021,0.14,0,,MA,Riachão
07/08/2021,0.47,0,,MA,Carolina
07/08/2021,0.09,0,,MA,Grajaú
07/08/2021,0,0,,MA,Formosa da Serra Negra
23/09/2021,0.12,0,,MA,Matões
07/08/2021,0.39,0,,MA,Riachão
17/09/2021,0.27,0,,MA,Sítio Novo
23/09/2021,0.11,0,,MA,Matões
23/09/2021,0.06,0,,MA,Matões
19/06/2021,0.59,0,,MA,Coroatá
07/08/2021,0.13,0,,MA,Riachão
21/05/2021,0.86,0,,MA,Tasso Fragoso
19/06/2021,0.8,0,,MA,Riachão
07/08/2021,0.3,0,,MA,Riachão
05/06/2021,1.44,0,,MA,Buriti
05/06/2021,0.48,0,,MA,Mirador
02/06/2021,0.05,0,,MA,Estreito
05/11/2021,0.14,0,,MA,Chapadinha
04/07/2021,1.02,0,,MA,Mirador
07/08/2021,0.05,0,,MA,Amarante do Maranhão
25/08/2021,0.09,0,,MA,Sucupira do Norte
04/10/2021,0.3,0,,MA,Parnarama
04/10/2021,0.11,0,,MA,Parnarama
04/10/2021,0.26,0,,MA,São João do Soter
07/08/2021,0.43,0,,MA,Carolina
07/08/2021,0.09,0,,MA,Grajaú
24/07/2021,0.1,0,,MA,Grajaú
04/10/2021,0.15,0,,MA,Timbiras
31/12/2020,0.44,0,,MA,Carolina
05/06/2021,0.23,0,,MA,Caxias
07/08/2021,0.07,0,,MA,Barra do Corda
31/12/2020,0.16,0,,MA,Tasso Fragoso
31/12/2020,0.37,0,,MA,Tasso Fragoso
31/12/2020,0.12,0,,MA,Alto Parnaíba
07/08/2021,0.13,0,,MA,Tuntum
24/07/2021,0.26,0,,MA,Parnarama
04/10/2021,0.04,0,,MA,Paulino Neves
07/08/2021,0.11,0,,MA,Barra do Corda
23/09/2021,0.14,0,,MA,Parnarama
07/08/2021,0.1,0,,MA,Formosa da Serra Negra
07/08/2021,0.13,0,,MA,Formosa da Serra Negra
17/11/2021,0.15,0,,MA,Jatobá
25/08/2021,0.09,0,,MA,São João dos Patos
17/11/2021,0.06,0,,MA,Passagem Franca
19/11/2021,0.37,0,,MA,Estreito
07/08/2021,0.07,0,,MA,Formosa da Serra Negra
23/09/2021,0.31,0,,MA,Timon
24/07/2021,0.13,0,,MA,Fortuna
04/10/2021,0.03,0,,MA,Paulino Neves
04/10/2021,0.04,0,,MA,Paulino Neves
27/05/2021,1.89,0,,MA,Codó
01/12/2021,0.2,0,,MA,Grajaú
05/06/2021,0.23,0,,MA,Sucupira do Norte
19/11/2021,0.32,0,,MA,Riachão
20/09/2021,1.61,0,,MA,Nova Colinas
07/08/2021,0.12,0,,MA,Balsas
19/11/2021,0.54,0,,MA,Carolina
07/08/2021,0.36,0,,MA,Tasso Fragoso
04/10/2021,0.13,0,,MA,Coroatá
05/06/2021,0.61,0,,MA,Caxias
28/08/2021,0.08,0,,MA,Caxias
04/10/2021,0.05,0,,MA,São João do Soter
07/08/2021,0.04,0,,MA,Formosa da Serra Negra
07/08/2021,0.09,0,,MA,Formosa da Serra Negra
04/10/2021,0.41,0,,MA,Chapadinha
20/11/2021,0.33,0,,MA,Matões
24/07/2021,4.05,0,,MA,Matões
04/10/2021,0.5,0,,MA,Coroatá
20/11/2021,0.08,0,,MA,Matões
07/08/2021,0.19,0,,MA,Riachão
20/11/2021,0.24,0,,MA,Caxias
04/10/2021,0.3,0,,MA,Caxias
17/11/2021,2.83,0,,MA,Passagem Franca
04/10/2021,0.1,0,,MA,Aldeias Altas
07/08/2021,0.19,0,,MA,Riachão
05/06/2021,0.61,0,,MA,Riachão
07/08/2021,0.13,0,,MA,Formosa da Serra Negra
04/10/2021,0.3,0,,MA,Chapadinha
21/05/2021,1.1,0,,MA,Carolina
04/10/2021,0.4,0,,MA,Brejo
04/10/2021,0.2,0,,MA,Chapadinha
01/07/2021,0.07,0,,MA,Caxias
07/08/2021,0.14,0,,MA,Riachão
07/08/2021,0.09,0,,MA,Formosa da Serra Negra
07/08/2021,0.2,0,,MA,Riachão
07/08/2021,0.07,0,,MA,Formosa da Serra Negra
27/05/2021,4.18,0,,MA,Tasso Fragoso
07/08/2021,0.15,0,,MA,Grajaú
07/08/2021,0.04,0,,MA,Formosa da Serra Negra
20/11/2021,0.29,0,,MA,Parnarama
20/11/2021,0.51,0,,MA,Parnarama
07/08/2021,0.21,0,,MA,Grajaú
11/09/2021,0.08,0,,MA,Governador Eugênio Barros
07/08/2021,0.09,0,,MA,Barra do Corda
04/10/2021,0.1,0,,MA,Coroatá
04/10/2021,0.25,0,,MA,Codó
09/07/2021,1.22,0,,MA,Riachão
04/10/2021,0,0,,MA,Timbiras
04/10/2021,0.03,0,,MA,Codó
04/10/2021,0.45,0,,MA,Aldeias Altas
04/10/2021,0.33,0,,MA,Aldeias Altas
27/05/2021,0.11,0,,MA,Balsas
27/05/2021,0.98,0,,MA,Tasso Fragoso
07/07/2021,0.32,0,,MA,São Raimundo das Mangabeiras
27/05/2021,0.25,0,,MA,Tasso Fragoso
07/07/2021,0.47,0,,MA,Pastos Bons
04/10/2021,0.09,0,,MA,Coroatá
23/09/2021,0.48,0,,MA,Matões
27/05/2021,0.08,0,,MA,Balsas
04/10/2021,0.23,0,,MA,Vargem Grande
04/10/2021,0.39,0,,MA,Caxias
04/10/2021,0.06,0,,MA,Codó
04/10/2021,0.1,0,,MA,Timbiras
04/10/2021,0.04,0,,MA,Timbiras
07/07/2021,0.21,0,,MA,Tuntum
04/10/2021,0.06,0,,MA,Codó
07/07/2021,0.09,0,,MA,Jenipapo dos Vieiras
31/12/2020,2.5,0,,MA,Alto Parnaíba
27/05/2021,0.31,0,,MA,Balsas
31/12/2020,0.05,0,,MA,Alto Parnaíba
04/10/2021,0.04,0,,MA,Vargem Grande
31/12/2020,1.23,0,,MA,Tasso Fragoso
31/12/2020,1.19,0,,MA,Amarante do Maranhão
31/12/2020,0.9,0,,MA,Alto Parnaíba
31/12/2020,0.14,0,,MA,Amarante do Maranhão
27/05/2021,0.7,0,,MA,Balsas
27/05/2021,0.38,0,,MA,Riachão
31/12/2020,0.46,0,,MA,Feira Nova do Maranhão
31/12/2020,0.66,0,,MA,Amarante do Maranhão
31/12/2020,0.04,0,,MA,Tasso Fragoso
31/12/2020,0.08,0,,MA,Balsas
31/12/2020,0.12,0,,MA,Tasso Fragoso
07/08/2021,0.16,0,,MA,Barra do Corda
04/10/2021,0.09,0,,MA,Caxias
04/10/2021,0.36,0,,MA,Timbiras
31/12/2020,0.84,0,,MA,Grajaú
31/12/2020,0.3,0,,MA,Grajaú
31/12/2020,0.19,0,,MA,Alto Parnaíba
07/07/2021,0.12,0,,MA,Tuntum
31/12/2020,0.17,0,,MA,Alto Parnaíba
04/10/2021,0.09,0,,MA,Caxias
04/10/2021,0.06,0,,MA,Codó
31/12/2020,0.8,0,,MA,São João do Soter
31/12/2020,0.32,0,,MA,São Benedito do Rio Preto
31/12/2020,0.87,0,,MA,Carolina
31/12/2020,0.35,0,,MA,Carolina
25/08/2021,0.29,0,,MA,Tasso Fragoso
23/09/2021,0.28,0,,MA,Governador Luiz Rocha
31/12/2020,3.14,0,,MA,Balsas
31/12/2020,3.98,0,,MA,Tasso Fragoso
04/10/2021,0.38,0,,MA,Aldeias Altas
27/05/2021,0.62,0,,MA,Tasso Fragoso
25/08/2021,0.09,0,,MA,São João dos Patos
25/08/2021,0.47,0,,MA,Tasso Fragoso
04/10/2021,0.27,0,,MA,Parnarama
05/06/2021,0.06,0,,MA,Riachão
27/05/2021,0.29,0,,MA,Tasso Fragoso
25/08/2021,0.15,0,,MA,São João dos Patos
27/05/2021,1.29,0,,MA,Balsas
07/07/2021,0.32,0,,MA,Fernando Falcão
04/10/2021,0.08,0,,MA,Parnarama
04/10/2021,0.03,0,,MA,Parnarama
27/05/2021,0.08,0,,MA,Tasso Fragoso
06/09/2021,0.12,0,,MA,São Francisco do Maranhão
04/10/2021,0.15,0,,MA,São João do Soter
25/08/2021,0.24,0,,MA,São João dos Patos
04/10/2021,0.15,0,,MA,Caxias
04/10/2021,0.05,0,,MA,Caxias
09/07/2021,0.05,0,,MA,Grajaú
13/05/2021,0.96,0,,MA,São Domingos do Azeitão
24/10/2021,0.21,0,,MA,Riachão
25/08/2021,0.29,0,,MA,São João dos Patos
04/10/2021,0.18,0,,MA,Parnarama
04/10/2021,0.3,0,,MA,Codó
24/10/2021,0.31,0,,MA,Carolina
25/08/2021,0.06,0,,MA,São João dos Patos
18/05/2021,0.06,0,,MA,Grajaú
04/10/2021,0.23,0,,MA,Codó
25/08/2021,0.1,0,,MA,São João dos Patos
04/10/2021,0.26,0,,MA,Parnarama
21/05/2021,1.01,0,,MA,Carolina
04/10/2021,0.12,0,,MA,Caxias
24/07/2021,0.2,0,,MA,Fortuna
27/05/2021,0.08,0,,MA,Tasso Fragoso
04/10/2021,0.07,0,,MA,Parnarama
04/10/2021,0.24,0,,MA,Parnarama
04/10/2021,0.05,0,,MA,Parnarama
27/05/2021,5.8,0,,MA,Balsas
04/10/2021,0.33,0,,MA,São João do Soter
04/10/2021,0.26,0,,MA,Matões
04/10/2021,0.32,0,,MA,Caxias
27/05/2021,0.06,0,,MA,Fernando Falcão
28/06/2021,1.93,0,,MA,Riachão
04/10/2021,0.05,0,,MA,São João do Soter
26/01/2021,0.38,0,,MA,Barra do Corda
04/10/2021,0.05,0,,MA,São João do Soter
24/07/2021,0.16,0,,MA,Governador Luiz Rocha
07/08/2021,0.78,0,,MA,Riachão
24/07/2021,0.43,0,,MA,Fortuna
04/10/2021,0.15,0,,MA,Matões
27/05/2021,0.13,0,,MA,Fernando Falcão
17/09/2021,0.17,0,,MA,Parnarama
27/05/2021,0.06,0,,MA,Fernando Falcão
27/05/2021,0.16,0,,MA,Mirador
09/07/2021,0.2,0,,MA,Amarante do Maranhão
28/06/2021,0.77,0,,MA,Campestre do Maranhão
04/02/2021,0.21,0,,MA,Codó
04/10/2021,0.26,0,,MA,Caxias
27/05/2021,0.09,0,,MA,Matões
21/05/2021,0.22,0,,MA,Carolina
05/04/2021,0.16,0,,MA,Carolina
04/02/2021,0.46,0,,MA,Buriti Bravo
04/02/2021,0.11,0,,MA,Buriti Bravo
07/08/2021,0.95,0,,MA,Riachão
21/05/2021,0.24,0,,MA,Riachão
04/02/2021,0.2,0,,MA,Codó
04/02/2021,0.14,0,,MA,Urbano Santos
04/02/2021,0.39,0,,MA,Vargem Grande
04/02/2021,0.12,0,,MA,Buriti
23/09/2021,0.2,0,,MA,Parnarama
04/02/2021,0.13,0,,MA,Anapurus
04/10/2021,0.11,0,,MA,Caxias
04/02/2021,0.75,0,,MA,Buriti
27/05/2021,0.06,0,,MA,Passagem Franca
04/02/2021,0.15,0,,MA,Codó
24/07/2021,0.14,0,,MA,Fortuna
21/05/2021,0.92,0,,MA,Balsas
01/02/2021,0,0,,MA,Belágua
01/02/2021,0.39,0,,MA,Urbano Santos
01/02/2021,2.5,0,,MA,Fortaleza dos Nogueiras
01/02/2021,0.15,0,,MA,Fortaleza dos Nogueiras
21/05/2021,0.22,0,,MA,Balsas
31/01/2021,0.34,0,,MA,Carolina
13/10/2021,0.51,0,,MA,Buriti
27/05/2021,0.04,0,,MA,Colinas
05/06/2021,0.51,0,,MA,Balsas
06/07/2021,0.5,0,,MA,Porto Franco
04/10/2021,0.24,0,,MA,Caxias
28/06/2021,0.65,0,,MA,Porto Franco
27/05/2021,0.18,0,,MA,São João dos Patos
27/05/2021,0.11,0,,MA,Paraibano
07/08/2021,0.48,0,,MA,Sítio Novo
28/06/2021,0.14,0,,MA,Sítio Novo
28/06/2021,0.17,0,,MA,Campestre do Maranhão
03/02/2021,0.49,0,,MA,Grajaú
28/06/2021,0.18,0,,MA,Formosa da Serra Negra
03/02/2021,0.24,0,,MA,Sítio Novo
03/02/2021,0.11,0,,MA,Amarante do Maranhão
28/06/2021,0.43,0,,MA,Formosa da Serra Negra
03/02/2021,0.23,0,,MA,Amarante do Maranhão
28/06/2021,0.45,0,,MA,Lajeado Novo
